WardCode,Population_2011,Population_2012,Population_2013,Population_2014,Population_2015,Population_2016,Population_2017,Population_2018,Population_2019,Population_2020,Population_2021,Population_2022,Square_Kilometres_2011,Square_Kilometres_2012,Square_Kilometres_2013,Square_Kilometres_2014,Square_Kilometres_2015,Square_Kilometres_2016,Square_Kilometres_2017,Square_Kilometres_2018,Square_Kilometres_2019,Square_Kilometres_2020,Square_Kilometres_2021,Square_Kilometres_2022,Population_per_square_kilometre_2011,Population_per_square_kilometre_2012,Population_per_square_kilometre_2013,Population_per_square_kilometre_2014,Population_per_square_kilometre_2015,Population_per_square_kilometre_2016,Population_per_square_kilometre_2017,Population_per_square_kilometre_2018,Population_per_square_kilometre_2019,Population_per_square_kilometre_2020,Population_per_square_kilometre_2021,Population_per_square_kilometre_2022
E05000180,14287,14460,14508,14437,14369,14273,14318,14376,14407,14429,14441,14472,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,6470.561594,6548.913043,6570.652174,6538.496377,6507.699275,6464.221014,6484.601449,6510.869565,6524.90942,6534.873188,6540.307971,6554.347826
E05000181,13942,13895,13843,13722,13709,13612,13669,13733,13787,13811,13848,13894,1.539,1.539,1.539,1.539,1.539,1.539,1.539,1.539,1.539,1.539,1.539,1.539,9059.129305,9028.589994,8994.801819,8916.179337,8907.732294,8844.704353,8881.741391,8923.326836,8958.414555,8974.009097,8998.050682,9027.940221
E05000182,13568,13595,13659,13600,13606,13537,13611,13671,13728,13834,13923,14022,1.535,1.535,1.535,1.535,1.535,1.535,1.535,1.535,1.535,1.535,1.535,1.535,8839.087948,8856.677524,8898.371336,8859.934853,8863.843648,8818.892508,8867.100977,8906.188925,8943.322476,9012.37785,9070.358306,9134.85342
E05000183,14768,14753,14764,14655,14737,14690,14787,14897,14967,15050,15144,15259,3.248,3.248,3.248,3.248,3.248,3.248,3.248,3.248,3.248,3.248,3.248,3.248,4546.79803,4542.179803,4545.566502,4512.007389,4537.253695,4522.783251,4552.647783,4586.514778,4608.066502,4633.62069,4662.561576,4697.96798
E05000184,15242,15331,15366,15263,15451,15379,15465,15533,15573,15606,15652,15710,2.752,2.752,2.752,2.752,2.752,2.752,2.752,2.752,2.752,2.752,2.752,2.752,5538.517442,5570.857558,5583.575581,5546.148256,5614.462209,5588.299419,5619.549419,5644.258721,5658.793605,5670.784884,5687.5,5708.575581
E05000185,15179,15160,15092,14939,14907,14867,14875,14898,14913,14775,14657,14548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,4278.184893,4272.829763,4253.664036,4210.54115,4201.521984,4190.248027,4192.502818,4198.985344,4203.213078,4164.317926,4131.059752,4100.338219
E05000186,14076,13949,13940,13897,13828,13718,14096,14473,14851,15681,16533,17402,3.794,3.794,3.794,3.794,3.794,3.794,3.794,3.794,3.794,3.794,3.794,3.794,3710.068529,3676.594623,3674.222457,3662.888772,3644.702161,3615.709014,3715.340011,3814.707433,3914.338429,4133.104902,4357.670005,4586.715867
E05000187,15399,15465,15505,15469,15454,15435,15503,15586,15660,15745,15818,15917,3.365,3.365,3.365,3.365,3.365,3.365,3.365,3.365,3.365,3.365,3.365,3.365,4576.225854,4595.839525,4607.726597,4597.028232,4592.570579,4586.92422,4607.132244,4631.79792,4653.789004,4679.049034,4700.742942,4730.163447
E05000188,14922,15570,15757,15865,15912,16018,16707,17417,18144,18409,18670,18939,1.719,1.719,1.719,1.719,1.719,1.719,1.719,1.719,1.719,1.719,1.719,1.719,8680.628272,9057.591623,9166.3758,9229.203025,9256.544503,9318.208261,9719.022688,10132.05352,10554.97382,10709.13322,10860.96568,11017.45201
E05000189,13478,13520,13534,13464,13457,13429,13509,13584,13661,14839,16067,17314,1.622,1.622,1.622,1.622,1.622,1.622,1.622,1.622,1.622,1.622,1.622,1.622,8309.494451,8335.388409,8344.019729,8300.863132,8296.547472,8279.284834,8328.606658,8374.845869,8422.318126,9148.581998,9905.67201,10674.47596
E05000190,14624,14650,14709,15498,15431,15803,16070,16290,16501,17057,17638,18242,1.585,1.585,1.585,1.585,1.585,1.585,1.585,1.585,1.585,1.585,1.585,1.585,9226.498423,9242.902208,9280.126183,9777.917981,9735.646688,9970.347003,10138.80126,10277.60252,10410.72555,10761.5142,11128.07571,11509.14826
E05000191,13527,13519,13654,13541,13626,13657,13696,13754,13811,13842,13871,13915,1.435,1.435,1.435,1.435,1.435,1.435,1.435,1.435,1.435,1.435,1.435,1.435,9426.480836,9420.905923,9514.982578,9436.236934,9495.470383,9517.073171,9544.250871,9584.66899,9624.390244,9645.993031,9666.202091,9696.864111
E05000192,13382,13393,13426,13393,13354,13234,13308,13394,13487,13550,13627,13715,1.466,1.466,1.466,1.466,1.466,1.466,1.466,1.466,1.466,1.466,1.466,1.466,9128.240109,9135.74352,9158.253752,9135.74352,9109.140518,9027.28513,9077.762619,9136.425648,9199.863574,9242.837653,9295.361528,9355.388813
E05000193,14120,14266,14416,14581,14768,14876,15036,15090,15128,15169,15208,15237,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,9508.417508,9606.734007,9707.744108,9818.855219,9944.781145,10017.50842,10125.25253,10161.61616,10187.20539,10214.81481,10241.07744,10260.60606
E05000194,13991,14069,14117,14221,14316,14427,14570,14623,14666,14766,14875,14971,2.526,2.526,2.526,2.526,2.526,2.526,2.526,2.526,2.526,2.526,2.526,2.526,5538.796516,5569.675376,5588.677751,5629.849565,5667.458432,5711.401425,5768.012668,5788.994458,5806.017419,5845.605701,5888.756928,5926.761679
E05000195,13830,13941,14032,14123,14272,14397,14543,14619,14654,14663,14694,14711,16.944,16.944,16.944,16.944,16.944,16.944,16.944,16.944,16.944,16.944,16.944,16.944,816.2181303,822.7691218,828.1397545,833.5103872,842.3040604,849.6813031,858.2979226,862.7832861,864.8489141,865.3800755,867.2096317,868.2129367
E05000196,13856,13894,13994,14107,14218,14890,15069,15154,15240,15678,16118,16550,10.407,10.407,10.407,10.407,10.407,10.407,10.407,10.407,10.407,10.407,10.407,10.407,1331.41155,1335.062938,1344.671855,1355.529932,1366.19583,1430.767752,1447.967714,1456.135294,1464.398962,1506.486019,1548.765254,1590.275776
E05000197,18035,18261,18365,18545,18671,18719,18947,19041,19113,19200,19266,19306,3.129,3.129,3.129,3.129,3.129,3.129,3.129,3.129,3.129,3.129,3.129,3.129,5763.822307,5836.049856,5869.287312,5926.813678,5967.082135,5982.422499,6055.28923,6085.330777,6108.341323,6136.145733,6157.238734,6170.022371
E05000198,16104,16330,16410,16541,16675,16711,16879,16917,16943,16944,16981,16995,4.639,4.639,4.639,4.639,4.639,4.639,4.639,4.639,4.639,4.639,4.639,4.639,3471.43781,3520.155206,3537.400302,3565.639146,3594.524682,3602.284975,3638.499677,3646.691097,3652.295753,3652.511317,3660.487174,3663.505066
E05000199,16551,16719,17755,17878,18034,18147,18306,18343,18384,18418,18448,18472,3.251,3.251,3.251,3.251,3.251,3.251,3.251,3.251,3.251,3.251,3.251,3.251,5091.048908,5142.725315,5461.396493,5499.231006,5547.216241,5581.974777,5630.882805,5642.263919,5654.875423,5665.333743,5674.561673,5681.944017
E05000200,12776,12881,12945,13085,13205,13378,13613,13782,13945,14144,14346,14521,3.286,3.286,3.286,3.286,3.286,3.286,3.286,3.286,3.286,3.286,3.286,3.286,3888.009738,3919.963481,3939.440049,3982.04504,4018.563603,4071.211199,4142.726719,4194.15703,4243.761412,4304.321363,4365.794279,4419.050517
E05000201,16344,16577,16703,16922,17145,17216,17390,17457,17526,17542,17574,17620,1.797,1.797,1.797,1.797,1.797,1.797,1.797,1.797,1.797,1.797,1.797,1.797,9095.158598,9224.819143,9294.936004,9416.805787,9540.901503,9580.411797,9677.239844,9714.524207,9752.921536,9761.825264,9779.632721,9805.23094
E05000202,13070,13145,13288,13529,13647,13714,13875,13950,14027,14349,14663,14969,5.088,5.088,5.088,5.088,5.088,5.088,5.088,5.088,5.088,5.088,5.088,5.088,2568.789308,2583.529874,2611.63522,2659.001572,2682.193396,2695.361635,2727.004717,2741.745283,2756.878931,2820.165094,2881.878931,2942.02044
E05000203,14430,14520,14556,14699,14846,14855,14975,14984,14970,14940,14906,14860,3.918,3.918,3.918,3.918,3.918,3.918,3.918,3.918,3.918,3.918,3.918,3.918,3683.001531,3705.972435,3715.160796,3751.65901,3789.178152,3791.475242,3822.103114,3824.400204,3820.826953,3813.169985,3804.492088,3792.751404
E05000204,16615,16830,16975,17147,17269,17340,17527,17546,17543,17606,17694,17750,2.175,2.175,2.175,2.175,2.175,2.175,2.175,2.175,2.175,2.175,2.175,2.175,7639.08046,7737.931034,7804.597701,7883.678161,7939.770115,7972.413793,8058.390805,8067.126437,8065.747126,8094.712644,8135.172414,8160.91954
E05000205,15235,15413,15575,15727,15941,16067,16232,16326,16404,16470,16539,16605,1.941,1.941,1.941,1.941,1.941,1.941,1.941,1.941,1.941,1.941,1.941,1.941,7849.046883,7940.75219,8024.214323,8102.524472,8212.776919,8277.691911,8362.699639,8411.128284,8451.313756,8485.316847,8520.865533,8554.868624
E05000206,15741,15956,16094,16305,16471,16547,16901,17157,17424,17607,17780,17929,3.545,3.545,3.545,3.545,3.545,3.545,3.545,3.545,3.545,3.545,3.545,3.545,4440.338505,4500.987306,4539.915374,4599.435825,4646.262341,4667.700987,4767.559944,4839.77433,4915.091678,4966.713681,5015.51481,5057.545839
E05000207,14581,14756,14873,15548,15794,15857,16049,16103,16179,16219,16271,16284,2.864,2.864,2.864,2.864,2.864,2.864,2.864,2.864,2.864,2.864,2.864,2.864,5091.131285,5152.234637,5193.086592,5428.77095,5514.664804,5536.662011,5603.701117,5622.555866,5649.092179,5663.058659,5681.215084,5685.75419
E05000208,14524,14745,14872,15186,15431,15775,15992,16103,16172,16246,16289,16343,2.691,2.691,2.691,2.691,2.691,2.691,2.691,2.691,2.691,2.691,2.691,2.691,5397.250093,5479.375697,5526.570048,5643.255295,5734.299517,5862.133036,5942.772204,5984.02081,6009.661836,6037.160907,6053.140097,6073.206986
E05000209,13855,14011,14097,14242,14471,14588,14989,15299,15611,15862,16122,16380,2.617,2.617,2.617,2.617,2.617,2.617,2.617,2.617,2.617,2.617,2.617,2.617,5294.230034,5353.840275,5386.702331,5442.1092850000005,5529.614062,5574.321742,5727.55063,5846.006878,5965.22736,6061.138708,6160.48911,6259.075277
E05000210,14980,15082,15271,15348,15497,15684,15815,15895,15931,15988,16085,16169,2.233,2.233,2.233,2.233,2.233,2.233,2.233,2.233,2.233,2.233,2.233,2.233,6708.46395,6754.142409,6838.781908,6873.264666,6939.991043,7023.734886,7082.400358,7118.226601,7134.34841,7159.874608,7203.313927,7240.931482
E05000211,14447,14698,14833,14951,15109,15252,15407,15469,15497,15518,15566,15596,2.257,2.257,2.257,2.257,2.257,2.257,2.257,2.257,2.257,2.257,2.257,2.257,6400.974745,6512.184315,6571.998228,6624.280018,6694.284448,6757.642889,6826.318121,6853.788214,6866.194063,6875.498449,6896.765618,6910.057599
E05000212,17458,17658,17748,18150,18626,18864,19263,19530,19776,21212,22645,24077,2.651,2.651,2.651,2.651,2.651,2.651,2.651,2.651,2.651,2.651,2.651,2.651,6585.439457,6660.882686,6694.832139,6846.473029,7026.027914,7115.805356,7266.314598,7367.031309,7459.826481,8001.508865,8542.0596,9082.23312
E05000213,13471,13610,13679,13816,14104,14166,14271,14311,14345,14453,14564,14647,2.757,2.757,2.757,2.757,2.757,2.757,2.757,2.757,2.757,2.757,2.757,2.757,4886.108089,4936.525209,4961.552412,5011.244106,5115.705477,5138.193689,5176.278564,5190.787087,5203.119333,5242.292347,5282.5535,5312.658687
E05000214,15760,15842,16097,16175,16373,16520,16523,16531,16550,16376,16218,16084,2.653,2.653,2.653,2.653,2.653,2.653,2.653,2.653,2.653,2.653,2.653,2.653,5940.444779,5971.353185,6067.470788,6096.871466,6171.503958,6226.912929,6228.043724,6231.059178,6238.220882,6172.634753,6113.079533,6062.570675
E05000215,12930,13042,13227,13355,13557,13662,13723,13795,13875,13762,13625,13472,2.138,2.138,2.138,2.138,2.138,2.138,2.138,2.138,2.138,2.138,2.138,2.138,6047.708138,6100.093545,6186.623012,6246.492049,6340.972872,6390.084191,6418.615529,6452.291862,6489.710009,6436.856876,6372.778297,6301.21609
E05000216,14436,14617,14839,15004,15194,15381,15441,15540,15628,15534,15401,15254,2.034,2.034,2.034,2.034,2.034,2.034,2.034,2.034,2.034,2.034,2.034,2.034,7097.345133,7186.33235,7295.476893,7376.597837,7470.009833,7561.946903,7591.445428,7640.117994,7683.382498,7637.168142,7571.779744,7499.508358
E05000217,13106,13103,13249,13327,13569,13624,13620,13677,13740,13697,13642,13594,2.549,2.549,2.549,2.549,2.549,2.549,2.549,2.549,2.549,2.549,2.549,2.549,5141.624166,5140.447234,5197.724598,5228.324833,5323.264025,5344.841114,5343.271871,5365.633582,5390.349157,5373.479796,5351.902707,5333.071793
E05000218,12565,12631,12775,12836,12919,12933,12912,12904,12894,12815,12702,12607,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,4927.45098,4953.333333,5009.803922,5033.72549,5066.27451,5071.764706,5063.529412,5060.392157,5056.470588,5025.490196,4981.176471,4943.921569
E05000219,12582,12481,12524,12560,12750,12800,12849,12903,12962,12951,12920,12879,4.627,4.627,4.627,4.627,4.627,4.627,4.627,4.627,4.627,4.627,4.627,4.627,2719.256538,2697.428139,2706.721418,2714.501837,2755.565161,2766.371299,2776.961314,2788.631943,2801.383186,2799.005835,2792.30603,2783.444997
E05000220,10435,11230,11257,12139,12659,12676,13292,13930,14577,15229,15857,16469,2.426,2.426,2.426,2.426,2.426,2.426,2.426,2.426,2.426,2.426,2.426,2.426,4301.319044,4629.018961,4640.148392,5003.70981,5218.054411,5225.06183,5478.977741,5741.962077,6008.656224,6277.411377,6536.273702,6788.540808
E05000221,18235,18379,18675,18936,19190,19286,19347,19477,19556,19595,19612,19618,1.704,1.704,1.704,1.704,1.704,1.704,1.704,1.704,1.704,1.704,1.704,1.704,10701.29108,10785.79812,10959.50704,11112.67606,11261.73709,11318.07512,11353.87324,11430.16432,11476.52582,11499.41315,11509.38967,11512.9108
E05000222,16582,17866,18576,19794,21397,21717,22039,22360,22649,22422,22161,21866,2.797,2.797,2.797,2.797,2.797,2.797,2.797,2.797,2.797,2.797,2.797,2.797,5928.494816,6387.558098,6641.401502,7076.868073,7649.982124,7764.390418,7879.513765,7994.279585,8097.604576,8016.446192,7923.131927,7817.66178
E05000223,14352,14411,14582,14690,14868,14925,14977,15029,15068,14937,14797,14660,2.378,2.378,2.378,2.378,2.378,2.378,2.378,2.378,2.378,2.378,2.378,2.378,6035.323802,6060.134567,6132.043734,6177.46005,6252.312868,6276.28259,6298.149706,6320.016821,6336.417157,6281.328848,6222.455845,6164.844407
E05000224,13553,13499,13577,13630,13709,13723,13637,13632,13596,13524,13435,13372,3.284,3.284,3.284,3.284,3.284,3.284,3.284,3.284,3.284,3.284,3.284,3.284,4126.979294,4110.535932,4134.287454,4150.426309,4174.482339,4178.745432,4152.557856,4151.035323,4140.073082,4118.148599,4091.047503,4071.863581
E05000225,14107,14699,15040,15249,16134,18872,19851,20854,21856,23434,24912,26331,4.482,4.482,4.482,4.482,4.482,4.482,4.482,4.482,4.482,4.482,4.482,4.482,3147.478804,3279.562695,3355.644801,3402.27577,3599.732262,4210.620259,4429.049531,4652.833556,4876.394467,5228.469433,5558.232932,5874.832664
E05000226,16794,16905,17160,17339,17831,17960,18043,18144,18240,18129,18004,17865,2.351,2.351,2.351,2.351,2.351,2.351,2.351,2.351,2.351,2.351,2.351,2.351,7143.343258,7190.55721,7299.021693,7375.159507,7584.432157,7639.302425,7674.60655,7717.566993,7758.400681,7711.186729,7658.017865,7598.894088
E05000227,13487,13516,13617,13646,13746,13761,13724,13779,13770,13587,13387,13219,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3567.989418,3575.661376,3602.380952,3610.05291,3636.507937,3640.47619,3630.687831,3645.238095,3642.857143,3594.444444,3541.534392,3497.089947
E05000228,19806,19932,20223,20339,20546,20649,20699,20732,20768,21072,21365,21646,4.811,4.811,4.811,4.811,4.811,4.811,4.811,4.811,4.811,4.811,4.811,4.811,4116.815631,4143.005612,4203.491998,4227.603409,4270.629807,4292.039077,4302.431927,4309.291208,4316.774059,4379.962586,4440.864685,4499.272501
E05000229,17560,18039,18394,19319,19763,19994,20564,21188,21786,21857,21881,21885,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,6702.290076,6885.114504,7020.610687,7373.664122,7543.129771,7631.29771,7848.854962,8087.022901,8315.267176,8342.366412,8351.526718,8353.053435
E05000230,19192,19877,20196,20338,20599,21283,21531,21846,22135,23546,24917,26218,3.195,3.195,3.195,3.195,3.195,3.195,3.195,3.195,3.195,3.195,3.195,3.195,6006.885759,6221.283255,6321.126761,6365.571205,6447.261346,6661.345853,6738.967136,6837.558685,6928.01252,7369.640063,7798.748044,8205.946792
E05000231,11152,11332,11861,11991,12787,13104,13880,14710,15593,15740,15827,15894,0.841,0.841,0.841,0.841,0.841,0.841,0.841,0.841,0.841,0.841,0.841,0.841,13260.40428,13474.4352,14103.44828,14258.02616,15204.51843,15581.45065,16504.16171,17491.08205,18541.02259,18715.81451,18819.26278,18898.92985
E05000232,13466,13669,13832,14159,14343,14544,14605,14686,14796,14847,14862,14866,0.684,0.684,0.684,0.684,0.684,0.684,0.684,0.684,0.684,0.684,0.684,0.684,19687.1345,19983.91813,20222.22222,20700.2924,20969.29825,21263.15789,21352.33918,21470.76023,21631.57895,21706.14035,21728.07018,21733.91813
E05000233,13298,13575,13956,14222,14751,14989,15175,15429,15673,15854,16003,16153,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909,14629.26293,14933.9934,15353.13531,15645.76458,16227.72277,16489.54895,16694.16942,16973.59736,17242.0242,17441.14411,17605.06051,17770.07701
E05000234,12288,12546,12582,12797,12999,13118,13111,13158,13226,13290,13328,13352,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.702,17504.2735,17871.79487,17923.07692,18229.34473,18517.09402,18686.60969,18676.63818,18743.58974,18840.45584,18931.62393,18985.75499,19019.94302
E05000235,14813,15116,15302,15637,15770,16222,16438,16705,17000,17125,17210,17274,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,15979.50378,16306.36462,16507.01187,16868.39266,17011.86624,17499.46063,17732.47033,18020.49622,18338.72708,18473.57066,18565.26429,18634.30421
E05000236,13720,14396,15339,15772,15984,16219,16429,16689,16973,17225,17459,17640,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,15433.07087,16193.47582,17254.21822,17741.28234,17979.75253,18244.09449,18480.31496,18772.7784,19092.23847,19375.70304,19638.92013,19842.51969
E05000237,12619,13114,13252,14112,14248,14422,14471,14551,14639,14753,14858,14950,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,16178.20513,16812.82051,16989.74359,18092.30769,18266.66667,18489.74359,18552.5641,18655.12821,18767.94872,18914.10256,19048.71795,19166.66667
E05000238,12995,13193,13250,13403,13512,13654,13787,13986,14214,14302,14373,14456,1.018,1.018,1.018,1.018,1.018,1.018,1.018,1.018,1.018,1.018,1.018,1.018,12765.22593,12959.72495,13015.71709,13166.01179,13273.08448,13412.57367,13543.222,13738.70334,13962.67191,14049.11591,14118.86051,14200.39293
E05000239,13969,14127,14198,14531,15552,15909,16617,17348,18151,18695,19199,19669,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,11238.13355,11365.24537,11422.36525,11690.26549,12511.66533,12798.87369,13368.4634,13956.55672,14602.57442,15040.22526,15445.6959,15823.81335
E05000240,15229,15420,15535,16071,17081,17523,17751,17961,18219,18426,18587,18742,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,18151.37068,18379.02265,18516.09058,19154.94636,20358.76043,20885.57807,21157.33015,21407.62813,21715.13707,21961.85936,22153.75447,22338.49821
E05000241,11152,11327,11998,12186,12315,12401,12413,12461,12511,12523,12505,12477,1.814,1.814,1.814,1.814,1.814,1.814,1.814,1.814,1.814,1.814,1.814,1.814,6147.739802,6244.211687,6614.112459,6717.750827,6788.864388,6836.273429,6842.888644,6869.349504,6896.9129,6903.528115,6893.605292,6878.169791
E05000242,14119,14363,14645,14889,15078,15460,15486,15570,15661,15747,15786,15832,1.064,1.064,1.064,1.064,1.064,1.064,1.064,1.064,1.064,1.064,1.064,1.064,13269.73684,13499.06015,13764.09774,13993.42105,14171.05263,14530.07519,14554.51128,14633.45865,14718.98496,14799.81203,14836.46617,14879.69925
E05000243,12346,12586,12758,12991,13137,13391,13518,13678,13870,13952,14009,14056,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,1.191,10366.07893,10567.59026,10712.00672,10907.64064,11030.2267,11243.49286,11350.12594,11484.46683,11645.6759,11714.52561,11762.38455,11801.84719
E05000244,12612,12791,13477,14058,14350,14675,15351,16107,16881,17384,17831,18256,0.983,0.983,0.983,0.983,0.983,0.983,0.983,0.983,0.983,0.983,0.983,0.983,12830.1119,13012.20753,13710.07121,14301.11902,14598.16887,14928.78942,15616.48016,16385.55443,17172.93998,17684.63886,18139.36928,18571.71923
E05000245,13740,13975,14119,14358,14541,14756,14815,14871,14941,14974,14999,15001,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,12722.22222,12939.81481,13073.14815,13294.44444,13463.88889,13662.96296,13717.59259,13769.44444,13834.25926,13864.81481,13887.96296,13889.81481
E05000246,12443,12704,12842,13001,13208,13416,13448,13481,13521,13699,13914,14128,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,13070.37815,13344.53782,13489.4958,13656.51261,13873.94958,14092.43697,14126.05042,14160.71429,14202.73109,14389.70588,14615.54622,14840.33613
E05000247,12524,12682,12789,12962,13067,13202,13220,13276,13346,13408,13437,13464,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,17589.88764,17811.79775,17962.07865,18205.05618,18352.52809,18542.13483,18567.41573,18646.06742,18744.38202,18831.46067,18872.19101,18910.11236
E05000248,13303,13601,13748,13961,14051,14168,14189,14263,14338,14352,14351,14325,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,16546.0199,16916.66667,17099.50249,17364.42786,17476.36816,17621.89055,17648.00995,17740.04975,17833.33333,17850.74627,17849.50249,17817.16418
E05000249,11790,11997,12291,12447,12629,12749,12769,12810,12873,13193,13484,13775,1.632,1.632,1.632,1.632,1.632,1.632,1.632,1.632,1.632,1.632,1.632,1.632,7224.264706,7351.102941,7531.25,7626.838235,7738.357843,7811.887255,7824.142157,7849.264706,7887.867647,8083.946078,8262.254902,8440.563725
E05000250,11549,11333,11238,11125,11104,11062,11107,11169,11215,11359,11537,11721,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,20884.26763,20493.67089,20321.88065,20117.54069,20079.566,20003.61664,20084.99096,20197.10669,20280.28933,20540.68716,20862.56781,21195.29837
E05000251,14192,14008,14118,14152,14241,14251,14349,14483,14592,14663,14766,14869,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,18698.28722,18455.86298,18600.79051,18645.5863,18762.84585,18776.02108,18905.13834,19081.68643,19225.29644,19318.84058,19454.54545,19590.25033
E05000252,12229,12029,11889,11750,11708,11648,11693,11753,11801,11843,11917,11991,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,13663.68715,13440.22346,13283.79888,13128.49162,13081.56425,13014.52514,13064.80447,13131.84358,13185.47486,13232.40223,13315.0838,13397.76536
E05000253,9191,8991,8915,8844,8836,8840,8956,9127,9306,10599,11991,13452,3.44,3.44,3.44,3.44,3.44,3.44,3.44,3.44,3.44,3.44,3.44,3.44,2671.802326,2613.662791,2591.569767,2570.930233,2568.604651,2569.767442,2603.488372,2653.197674,2705.232558,3081.104651,3485.755814,3910.465116
E05000254,11008,10929,10824,10783,10950,10957,11332,11745,12153,12254,12379,12506,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,16503.74813,16385.30735,16227.88606,16166.41679,16416.7916,16427.28636,16989.50525,17608.69565,18220.38981,18371.81409,18559.22039,18749.62519
E05000255,11295,11175,11044,10927,10918,10884,11190,11516,11836,12015,12223,12433,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,12806.12245,12670.06803,12521.54195,12388.88889,12378.68481,12340.13605,12687.07483,13056.68934,13419.50113,13622.44898,13858.27664,14096.37188
E05000256,11937,11853,11713,12317,12347,12406,12570,12752,12918,13796,14751,15722,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.104,10812.5,10736.41304,10609.60145,11156.7029,11183.87681,11237.31884,11385.86957,11550.72464,11701.08696,12496.37681,13361.41304,14240.94203
E05000257,11024,10848,10773,10677,10680,10691,10794,10890,10964,11008,11072,11137,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,17695.02408,17412.52006,17292.13483,17138.04173,17142.85714,17160.51364,17325.8427,17479.93579,17598.71589,17669.34189,17772.07063,17876.40449
E05000258,11592,11339,11206,11043,11017,10965,11036,11097,11162,11515,11922,12340,0.638,0.638,0.638,0.638,0.638,0.638,0.638,0.638,0.638,0.638,0.638,0.638,18169.279,17772.72727,17564.26332,17308.77743,17268.02508,17186.52038,17297.80564,17393.41693,17495.29781,18048.58934,18686.52038,19341.69279
E05000259,7504,7374,7315,7252,7243,7236,7272,7326,7376,7388,7420,7452,1.481,1.481,1.481,1.481,1.481,1.481,1.481,1.481,1.481,1.481,1.481,1.481,5066.846725,4979.068197,4939.23025,4896.691425,4890.61445,4885.887914,4910.195814,4946.657664,4980.418636,4988.521269,5010.128292,5031.735314
E05000260,10841,10759,10756,10740,10816,10874,10949,11041,11124,11204,11292,11362,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,12072.38307,11981.06904,11977.72829,11959.91091,12044.54343,12109.1314,12192.65033,12295.10022,12387.52784,12476.6147,12574.61024,12652.56125
E05000261,10816,10634,10519,10527,10629,10602,10638,10715,10779,10806,10851,10905,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,8865.57377,8716.393443,8622.131148,8628.688525,8712.295082,8690.163934,8719.672131,8782.786885,8835.245902,8857.377049,8894.262295,8938.52459
E05000262,12777,12769,12873,12745,13414,13734,13958,14197,14419,14688,15001,15320,1.377,1.377,1.377,1.377,1.377,1.377,1.377,1.377,1.377,1.377,1.377,1.377,9278.867102,9273.057371,9348.583878,9255.628177,9741.466957,9973.856209,10136.52869,10310.09441,10471.31445,10666.66667,10893.9724,11125.63544
E05000263,12197,12011,11920,11778,11791,11770,11850,11924,11993,13042,14171,15346,1.067,1.067,1.067,1.067,1.067,1.067,1.067,1.067,1.067,1.067,1.067,1.067,11431.11528,11256.79475,11171.5089,11038.42549,11050.60918,11030.92784,11105.9044,11175.25773,11239.92502,12223.0553,13281.16214,14382.38051
