WardCode,Population_2011,Population_2012,Population_2013,Population_2014,Population_2015,Population_2016,Population_2017,Population_2018,Population_2019,Population_2020,Population_2021,Population_2022,Square_Kilometres_2011,Square_Kilometres_2012,Square_Kilometres_2013,Square_Kilometres_2014,Square_Kilometres_2015,Square_Kilometres_2016,Square_Kilometres_2017,Square_Kilometres_2018,Square_Kilometres_2019,Square_Kilometres_2020,Square_Kilometres_2021,Square_Kilometres_2022,Population_per_square_kilometre_2011,Population_per_square_kilometre_2012,Population_per_square_kilometre_2013,Population_per_square_kilometre_2014,Population_per_square_kilometre_2015,Population_per_square_kilometre_2016,Population_per_square_kilometre_2017,Population_per_square_kilometre_2018,Population_per_square_kilometre_2019,Population_per_square_kilometre_2020,Population_per_square_kilometre_2021,Population_per_square_kilometre_2022
E05000495,14679,14765,14890,15344,15646,15740,15929,15989,16057,16413,16725,17044,8.612,8.612,8.612,8.612,8.612,8.612,8.612,8.612,8.612,8.612,8.612,8.612,1704.482118,1714.468184,1728.982815,1781.699954,1816.767301,1827.682304,1849.628425,1856.595448,1864.491407,1905.829076,1942.057594,1979.098932
E05000496,12723,12892,13020,13213,13335,13422,13566,13577,13571,13707,13838,13987,1.527,1.527,1.527,1.527,1.527,1.527,1.527,1.527,1.527,1.527,1.527,1.527,8332.023576,8442.698101,8526.522593,8652.914211,8732.80943,8789.78389,8884.086444,8891.290111,8887.360838,8976.424361,9062.213491,9159.790439
E05000497,11759,11815,11957,12150,12281,12411,12541,12583,12621,12581,12532,12472,2.579,2.579,2.579,2.579,2.579,2.579,2.579,2.579,2.579,2.579,2.579,2.579,4559.519193,4581.233036,4636.293137,4711.128344,4761.923226,4812.330361,4862.737495,4879.022877,4893.75727,4878.247383,4859.24777,4835.982939
E05000498,14387,14573,15075,15392,15574,15728,15977,16091,16179,16311,16429,16520,1.514,1.514,1.514,1.514,1.514,1.514,1.514,1.514,1.514,1.514,1.514,1.514,9502.642008,9625.495376,9957.067371,10166.4465,10286.65786,10388.37517,10552.84016,10628.13738,10686.26156,10773.44782,10851.38705,10911.49273
E05000499,11626,11740,11900,12143,12315,12516,12729,12833,12933,13053,13151,13217,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,7792.225201,7868.632708,7975.871314,8138.739946,8254.021448,8388.739946,8531.50134,8601.206434,8668.230563,8748.659517,8814.343164,8858.579088
E05000500,13348,13377,13466,13639,13701,13733,13849,13826,13786,13732,13625,13568,2.491,2.491,2.491,2.491,2.491,2.491,2.491,2.491,2.491,2.491,2.491,2.491,5358.490566,5370.132477,5405.8611,5475.31112,5500.200723,5513.046969,5559.614613,5550.381373,5534.323565,5512.645524,5469.690887,5446.808511
E05000501,14811,15785,16006,16271,16489,16667,17248,17658,18064,19040,20023,20959,1.271,1.271,1.271,1.271,1.271,1.271,1.271,1.271,1.271,1.271,1.271,1.271,11653.02911,12419.35484,12593.23367,12801.73092,12973.24941,13113.29662,13570.41699,13892.99764,14212.43116,14980.33045,15753.73721,16490.16522
E05000502,12896,12997,13113,13299,13430,13530,13702,13762,13815,13860,13899,13925,2.406,2.406,2.406,2.406,2.406,2.406,2.406,2.406,2.406,2.406,2.406,2.406,5359.9335,5401.911887,5450.124688,5527.431421,5581.878637,5623.441397,5694.929343,5719.866999,5741.895262,5760.598504,5776.80798,5787.614298
E05000503,12750,12822,13001,13165,13287,13356,13490,13517,13539,13686,13810,13897,3.594,3.594,3.594,3.594,3.594,3.594,3.594,3.594,3.594,3.594,3.594,3.594,3547.579299,3567.612688,3617.417919,3663.049527,3696.994992,3716.193656,3753.478019,3760.99054,3767.111853,3808.013356,3842.515303,3866.722315
E05000504,13020,13086,13188,13353,13564,13638,13765,13802,13813,13805,13758,13702,2.185,2.185,2.185,2.185,2.185,2.185,2.185,2.185,2.185,2.185,2.185,2.185,5958.810069,5989.016018,6035.697941,6111.212815,6207.78032,6241.647597,6299.771167,6316.704805,6321.73913,6318.077803,6296.567506,6270.938215
E05000505,13194,13416,13550,13776,13936,14066,14239,14316,14353,14433,14511,14580,1.648,1.648,1.648,1.648,1.648,1.648,1.648,1.648,1.648,1.648,1.648,1.648,8006.067961,8140.776699,8222.087379,8359.223301,8456.31068,8535.194175,8640.169903,8686.893204,8709.34466,8757.88835,8805.218447,8847.087379
E05000506,13063,13121,13262,13452,13647,13734,13875,13922,13955,13921,13833,13770,5.642,5.642,5.642,5.642,5.642,5.642,5.642,5.642,5.642,5.642,5.642,5.642,2315.313719,2325.593761,2350.584899,2384.2609,2418.823112,2434.243176,2459.234314,2467.564693,2473.413683,2467.387451,2451.790145,2440.623892
E05000507,16698,16912,17142,17388,17610,17670,18274,18736,19191,20225,21263,22246,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,12974.35897,13140.63714,13319.34732,13510.48951,13682.98368,13729.60373,14198.9122,14557.88656,14911.42191,15714.84071,16521.36752,17285.15929
E05000508,13799,13929,14116,14344,14490,14646,14834,14904,14962,14851,14733,14575,1.884,1.884,1.884,1.884,1.884,1.884,1.884,1.884,1.884,1.884,1.884,1.884,7324.309979,7393.312102,7492.569002,7613.58811,7691.082803,7773.88535,7873.673036,7910.828025,7941.613588,7882.696391,7820.063694,7736.199575
E05000509,10505,10545,10676,10865,11001,11145,11261,11334,11421,11469,11487,11492,3.075,3.075,3.075,3.075,3.075,3.075,3.075,3.075,3.075,3.075,3.075,3.075,3416.260163,3429.268293,3471.869919,3533.333333,3577.560976,3624.390244,3662.113821,3685.853659,3714.146341,3729.756098,3735.609756,3737.235772
E05000510,16918,17063,17248,17505,17690,17829,18052,18078,18102,18411,18656,18905,2.117,2.117,2.117,2.117,2.117,2.117,2.117,2.117,2.117,2.117,2.117,2.117,7991.497402,8059.990553,8147.378366,8268.776571,8356.164384,8421.823335,8527.161077,8539.442607,8550.779405,8696.740671,8812.470477,8930.08975
E05000511,12154,12162,12261,12425,12727,12810,12970,13003,13038,13098,13114,13122,2.344,2.344,2.344,2.344,2.344,2.344,2.344,2.344,2.344,2.344,2.344,2.344,5185.153584,5188.566553,5230.802048,5300.767918,5429.607509,5465.017065,5533.276451,5547.354949,5562.286689,5587.883959,5594.709898,5598.122867
E05000512,15314,15485,15697,15955,16161,16306,16551,16634,16687,17498,18248,18986,2.082,2.082,2.082,2.082,2.082,2.082,2.082,2.082,2.082,2.082,2.082,2.082,7355.427474,7437.560038,7539.385207,7663.304515,7762.247839,7831.892411,7949.567723,7989.433237,8014.889529,8404.418828,8764.649376,9119.116234
E05000513,11973,12066,12183,12391,12550,12673,12849,12955,13033,13115,13161,13184,1.986,1.986,1.986,1.986,1.986,1.986,1.986,1.986,1.986,1.986,1.986,1.986,6028.700906,6075.528701,6134.441088,6239.17422,6319.234642,6381.168177,6469.78852,6523.162135,6562.437059,6603.726083,6626.888218,6638.469285
E05000514,14267,14483,14742,15026,15225,15372,15642,15760,15869,16346,16803,17240,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,9498.668442,9642.476698,9814.913449,10003.99467,10136.48469,10234.35419,10414.11451,10492.67643,10565.24634,10882.8229,11187.08389,11478.02929
E05000515,11638,11709,11905,12088,12261,12384,12544,12629,12703,12711,12689,12624,5.198,5.198,5.198,5.198,5.198,5.198,5.198,5.198,5.198,5.198,5.198,5.198,2238.938053,2252.597153,2290.303963,2325.509811,2358.791843,2382.45479,2413.23586,2429.588303,2443.824548,2445.363601,2441.131204,2428.626395
E05000516,10330,10353,10372,10368,10353,10306,10337,10340,10339,10321,10348,10371,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3431.893688,3439.534884,3445.847176,3444.518272,3439.534884,3423.920266,3434.219269,3435.215947,3434.883721,3428.903654,3437.873754,3445.51495
E05000517,10379,10547,10680,10807,10878,10939,11038,11112,11175,11264,11385,11515,5.835,5.835,5.835,5.835,5.835,5.835,5.835,5.835,5.835,5.835,5.835,5.835,1778.748929,1807.540703,1830.33419,1852.0994,1864.267352,1874.721508,1891.688089,1904.37018,1915.167095,1930.41988,1951.156812,1973.436161
E05000518,10162,10280,10379,10589,10672,10753,10858,10922,10969,11026,11115,11220,1.918,1.918,1.918,1.918,1.918,1.918,1.918,1.918,1.918,1.918,1.918,1.918,5298.22732,5359.749739,5411.366006,5520.855057,5564.129301,5606.360792,5661.105318,5694.47341,5718.978102,5748.696559,5795.099062,5849.843587
E05000519,10348,10438,10551,10617,10655,10665,10825,10955,11078,11104,11151,11205,9.446,9.446,9.446,9.446,9.446,9.446,9.446,9.446,9.446,9.446,9.446,9.446,1095.490155,1105.017997,1116.980733,1123.967817,1127.990684,1129.049333,1145.98772,1159.750159,1172.771544,1175.524031,1180.499682,1186.216388
E05000520,10016,10140,10181,10249,10306,10411,10485,10524,10572,10656,10776,10889,6.877,6.877,6.877,6.877,6.877,6.877,6.877,6.877,6.877,6.877,6.877,6.877,1456.449033,1474.480151,1480.442053,1490.330086,1498.618584,1513.886869,1524.647375,1530.318453,1537.298241,1549.512869,1566.962338,1583.393922
E05000521,9411,9452,9525,9594,9629,9662,9715,9756,9770,9740,9720,9712,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,4826.153846,4847.179487,4884.615385,4920,4937.948718,4954.871795,4982.051282,5003.076923,5010.25641,4994.871795,4984.615385,4980.512821
E05000522,10254,10296,10370,10916,11171,11198,11321,11381,11428,11458,11495,11565,2.746,2.746,2.746,2.746,2.746,2.746,2.746,2.746,2.746,2.746,2.746,2.746,3734.158776,3749.453751,3776.402039,3975.236708,4068.099053,4077.931537,4122.723962,4144.573926,4161.689731,4172.614712,4186.088857,4211.580481
E05000523,10341,10401,10506,10610,10645,10727,10838,10912,10989,11037,11113,11205,1.912,1.912,1.912,1.912,1.912,1.912,1.912,1.912,1.912,1.912,1.912,1.912,5408.472803,5439.853556,5494.769874,5549.16318,5567.468619,5610.355649,5668.410042,5707.112971,5747.384937,5772.48954,5812.238494,5860.355649
E05000524,11469,11540,11599,11674,11671,11667,11828,11957,12093,12118,12193,12285,3.575,3.575,3.575,3.575,3.575,3.575,3.575,3.575,3.575,3.575,3.575,3.575,3208.111888,3227.972028,3244.475524,3265.454545,3264.615385,3263.496503,3308.531469,3344.615385,3382.657343,3389.65035,3410.629371,3436.363636
E05000525,10948,11048,11249,11375,11394,11439,11520,11573,11611,11748,11936,12126,1.938,1.938,1.938,1.938,1.938,1.938,1.938,1.938,1.938,1.938,1.938,1.938,5649.122807,5700.722394,5804.437564,5869.453044,5879.256966,5902.47678,5944.272446,5971.620227,5991.22807,6061.919505,6158.926729,6256.965944
E05000526,10674,10893,11196,11324,11393,11710,11879,11988,12075,12143,12220,12319,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,3812.142857,3890.357143,3998.571429,4044.285714,4068.928571,4182.142857,4242.5,4281.428571,4312.5,4336.785714,4364.285714,4399.642857
E05000527,11199,11327,11539,11674,11823,11933,12215,12454,12679,12896,13121,13353,2.006,2.006,2.006,2.006,2.006,2.006,2.006,2.006,2.006,2.006,2.006,2.006,5582.751745,5646.560319,5752.24327,5819.541376,5893.818544,5948.654038,6089.232303,6208.374875,6320.538385,6428.713858,6540.877368,6656.530409
E05000528,10852,10944,11068,11167,11251,11308,11417,11459,11500,11488,11518,11547,2.692,2.692,2.692,2.692,2.692,2.692,2.692,2.692,2.692,2.692,2.692,2.692,4031.203566,4065.3789,4111.441308,4148.216939,4179.420505,4200.594354,4241.084695,4256.686478,4271.91679,4267.459138,4278.603269,4289.375929
E05000529,10022,10018,10194,10302,10360,10388,10488,10527,10558,10591,10682,10773,1.727,1.727,1.727,1.727,1.727,1.727,1.727,1.727,1.727,1.727,1.727,1.727,5803.126809,5800.810654,5902.721482,5965.257672,5998.841922,6015.055009,6072.958888,6095.541401,6113.491604,6132.599884,6185.292415,6237.984945
E05000530,10358,10404,10526,10620,10672,10731,10880,10998,11115,11186,11321,11438,4.296,4.296,4.296,4.296,4.296,4.296,4.296,4.296,4.296,4.296,4.296,4.296,2411.080074,2421.787709,2450.18622,2472.067039,2484.171322,2497.905028,2532.588454,2560.055866,2587.290503,2603.817505,2635.242086,2662.476723
E05000531,10423,10551,10632,10723,10758,10864,11004,11093,11183,11203,11249,11324,1.962,1.962,1.962,1.962,1.962,1.962,1.962,1.962,1.962,1.962,1.962,1.962,5312.43629,5377.675841,5418.960245,5465.341488,5483.180428,5537.206932,5608.562691,5653.924567,5699.796126,5709.989806,5733.43527,5771.66157
E05000532,10557,10639,10835,10915,10975,11006,11100,11152,11190,11234,11309,11378,2.456,2.456,2.456,2.456,2.456,2.456,2.456,2.456,2.456,2.456,2.456,2.456,4298.452769,4331.840391,4411.644951,4444.218241,4468.648208,4481.270358,4519.543974,4540.716612,4556.188925,4574.104235,4604.641694,4632.736156
E05000533,9783,9874,9962,10060,10124,10139,10239,10316,10376,10499,10660,10826,1.623,1.623,1.623,1.623,1.623,1.623,1.623,1.623,1.623,1.623,1.623,1.623,6027.726433,6083.795441,6138.01602,6198.398028,6237.831177,6247.073321,6308.687616,6356.130622,6393.099199,6468.884781,6568.083795,6670.363524
E05000534,13221,13351,13453,13543,13693,13793,13796,13845,13904,13880,13852,13803,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,14140.10695,14279.14439,14388.23529,14484.49198,14644.91979,14751.87166,14755.08021,14807.48663,14870.58824,14844.91979,14814.97326,14762.56684
E05000535,15090,15307,15569,15579,15998,16083,16346,16678,17003,17000,16960,16900,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,15476.92308,15699.48718,15968.20513,15978.46154,16408.20513,16495.38462,16765.12821,17105.64103,17438.97436,17435.89744,17394.87179,17333.33333
E05000536,14952,15119,15395,15792,16239,16985,18155,19322,20530,20992,21345,21668,1.763,1.763,1.763,1.763,1.763,1.763,1.763,1.763,1.763,1.763,1.763,1.763,8480.998298,8575.723199,8732.274532,8957.458877,9211.003971,9634.146341,10297.78786,10959.72774,11644.92343,11906.97674,12107.20363,12290.41407
E05000537,15201,15293,15630,15692,16048,16152,16233,16319,16420,16372,16274,16160,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,18470.23086,18582.01701,18991.49453,19066.82868,19499.39247,19625.75942,19724.17983,19828.67558,19951.39733,19893.07412,19773.99757,19635.47995
E05000538,11873,12066,12225,12323,12549,12648,12651,12693,12742,12753,12743,12736,3.234,3.234,3.234,3.234,3.234,3.234,3.234,3.234,3.234,3.234,3.234,3.234,3671.304886,3730.983302,3780.148423,3810.451453,3880.333952,3910.946197,3911.87384,3924.860853,3940.012369,3943.413729,3940.321583,3938.157081
E05000539,12390,12608,12768,12898,13151,13331,13388,13496,13598,13674,13714,13719,1.019,1.019,1.019,1.019,1.019,1.019,1.019,1.019,1.019,1.019,1.019,1.019,12158.97939,12372.91462,12529.93131,12657.50736,12905.78999,13082.43376,13138.37095,13244.35721,13344.45535,13419.03827,13458.29244,13463.19921
E05000540,11594,11815,12004,12206,12944,13082,13610,14162,14737,15209,15608,16030,1.144,1.144,1.144,1.144,1.144,1.144,1.144,1.144,1.144,1.144,1.144,1.144,10134.61538,10327.7972,10493.00699,10669.58042,11314.68531,11435.31469,11896.85315,12379.37063,12881.99301,13294.58042,13643.35664,14012.23776
E05000541,12884,13104,13521,13655,13811,13956,14048,14152,14270,14364,14446,14516,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,14690.99202,14941.84721,15417.33181,15570.12543,15748.00456,15913.34094,16018.24401,16136.8301,16271.3797,16378.56328,16472.06385,16551.88141
E05000542,15399,15973,16208,16439,17278,17715,18076,18471,18892,19050,19142,19215,1.205,1.205,1.205,1.205,1.205,1.205,1.205,1.205,1.205,1.205,1.205,1.205,12779.25311,13255.60166,13450.62241,13642.32365,14338.58921,14701.24481,15000.82988,15328.63071,15678.0083,15809.12863,15885.47718,15946.05809
E05000543,14171,14328,14551,14873,14972,15059,15131,15274,15443,16332,17209,18067,1.436,1.436,1.436,1.436,1.436,1.436,1.436,1.436,1.436,1.436,1.436,1.436,9868.384401,9977.715877,10133.00836,10357.24234,10426.18384,10486.7688,10536.90808,10636.49025,10754.17827,11373.25905,11983.98329,12581.47632
E05000544,14181,14310,14600,14880,15050,15154,15230,15324,15448,15516,15589,15616,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,17044.47115,17199.51923,17548.07692,17884.61538,18088.94231,18213.94231,18305.28846,18418.26923,18567.30769,18649.03846,18736.77885,18769.23077
E05000545,13680,14012,14235,14322,14506,14601,14679,14801,14939,14927,14892,14866,1.322,1.322,1.322,1.322,1.322,1.322,1.322,1.322,1.322,1.322,1.322,1.322,10347.95764,10599.09228,10767.7761,10833.58548,10972.76853,11044.62935,11103.63086,11195.91528,11300.30257,11291.22542,11264.75038,11245.08321
E05000546,14771,14907,15124,15103,15257,15333,15450,15580,15706,15820,15914,16038,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,16939.22018,17095.18349,17344.0367,17319.95413,17496.55963,17583.7156,17717.88991,17866.97248,18011.46789,18142.20183,18250,18392.20183
E05000547,13592,13916,14125,14240,14504,14650,14689,14753,14822,14774,14707,14643,2.253,2.253,2.253,2.253,2.253,2.253,2.253,2.253,2.253,2.253,2.253,2.253,6032.845095,6176.653351,6269.418553,6320.461607,6437.638704,6502.44119,6519.751443,6548.158012,6578.783844,6557.478917,6527.74079,6499.334221
E05000548,14453,14704,14962,15518,15680,16369,16638,16951,17294,17393,17453,17500,1.332,1.332,1.332,1.332,1.332,1.332,1.332,1.332,1.332,1.332,1.332,1.332,10850.6006,11039.03904,11232.73273,11650.15015,11771.77177,12289.03904,12490.99099,12725.97598,12983.48348,13057.80781,13102.85285,13138.13814
E05000549,13796,14200,14811,15622,15875,16005,16040,16107,16195,16625,17026,17422,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,9246.648794,9517.426273,9926.9437,10470.50938,10640.08043,10727.2118,10750.67024,10795.57641,10854.55764,11142.76139,11411.52815,11676.9437
E05000550,13835,14108,14228,14315,14734,14828,14891,15011,15138,15175,15197,15196,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,0.973,14218.91059,14499.48613,14622.81603,14712.23022,15142.85714,15239.46557,15304.21377,15427.54368,15558.06783,15596.09455,15618.70504,15617.67729
E05000551,12679,12756,12932,13001,13255,13268,13301,13336,13403,13377,13339,13276,1.331,1.331,1.331,1.331,1.331,1.331,1.331,1.331,1.331,1.331,1.331,1.331,9525.920361,9583.7716,9716.003005,9767.843727,9958.677686,9968.444778,9993.238167,10019.53418,10069.87228,10050.33809,10021.78813,9974.455297
E05000552,13499,13741,13903,13994,14397,14957,15461,15996,16575,16839,17071,17285,1.901,1.901,1.901,1.901,1.901,1.901,1.901,1.901,1.901,1.901,1.901,1.901,7100.999474,7228.300894,7313.5192,7361.388743,7573.38243,7867.964229,8133.087849,8414.518674,8719.095213,8857.96949,8980.010521,9092.582851
E05000553,15639,15965,16173,16417,16672,16872,16936,17043,17182,17189,17172,17139,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,11251.07914,11485.61151,11635.2518,11810.79137,11994.2446,12138.1295,12184.17266,12261.15108,12361.15108,12366.18705,12353.95683,12330.21583
E05000554,12460,12592,12691,12769,12932,13024,12986,12991,13031,13029,13027,13029,2.788,2.788,2.788,2.788,2.788,2.788,2.788,2.788,2.788,2.788,2.788,2.788,4469.153515,4516.499283,4552.008608,4579.985653,4638.450502,4671.449067,4657.819225,4659.612626,4673.959828,4673.242468,4672.525108,4673.242468
E05000555,10380,10441,10534,10622,10648,10712,10740,10769,10776,10780,10827,10848,4.98,4.98,4.98,4.98,4.98,4.98,4.98,4.98,4.98,4.98,4.98,4.98,2084.337349,2096.586345,2115.261044,2132.931727,2138.15261,2151.004016,2156.626506,2162.449799,2163.855422,2164.658635,2174.096386,2178.313253
E05000556,10738,10835,10910,10923,11083,11127,11218,11313,11395,11355,11339,11360,3.061,3.061,3.061,3.061,3.061,3.061,3.061,3.061,3.061,3.061,3.061,3.061,3508.00392,3539.692911,3564.194708,3568.441686,3620.712186,3635.086573,3664.81542,3695.851029,3722.63966,3709.572035,3704.344985,3711.205488
E05000557,10118,10175,10279,10390,10454,10555,10628,10693,10767,10799,10869,10935,2.337,2.337,2.337,2.337,2.337,2.337,2.337,2.337,2.337,2.337,2.337,2.337,4329.482242,4353.872486,4398.373984,4445.870774,4473.256312,4516.474112,4547.71074,4575.524176,4607.188703,4620.881472,4650.834403,4679.075738
E05000558,10110,10244,10465,10656,10728,10906,10988,11066,11121,11236,11361,11473,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,4987.666502,5053.77405,5162.802171,5257.030094,5292.550567,5380.365072,5420.818944,5459.299457,5486.433152,5543.167242,5604.834731,5660.088801
E05000559,9786,9839,9893,10456,10549,10638,10680,10720,10742,10803,10897,10973,7.056,7.056,7.056,7.056,7.056,7.056,7.056,7.056,7.056,7.056,7.056,7.056,1386.904762,1394.4161,1402.069161,1481.85941,1495.039683,1507.653061,1513.605442,1519.274376,1522.39229,1531.037415,1544.35941,1555.130385
E05000560,10356,10399,10485,10569,10840,11035,11101,11157,11208,11288,11372,11449,3.938,3.938,3.938,3.938,3.938,3.938,3.938,3.938,3.938,3.938,3.938,3.938,2629.7613,2640.680549,2662.519045,2683.84967,2752.666328,2802.18385,2818.943626,2833.164043,2846.114779,2866.42966,2887.760284,2907.313357
E05000561,10714,10752,10804,10841,10891,10943,11036,11125,11208,11312,11468,11597,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,5621.196222,5641.133263,5668.41553,5687.827912,5714.06086,5741.343127,5790.136411,5836.83106,5880.377754,5934.942288,6016.789087,6084.470094
E05000562,12047,12064,12121,12242,12254,12297,12296,12326,12330,12382,12446,12512,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,8031.333333,8042.666667,8080.666667,8161.333333,8169.333333,8198,8197.333333,8217.333333,8220,8254.666667,8297.333333,8341.333333
E05000563,10781,10828,10914,10999,11002,11043,11067,11092,11110,11173,11260,11331,1.981,1.981,1.981,1.981,1.981,1.981,1.981,1.981,1.981,1.981,1.981,1.981,5442.200909,5465.9263,5509.338718,5552.24634,5553.760727,5574.457345,5586.572438,5599.192327,5608.278647,5640.080767,5683.997981,5719.838465
E05000564,11076,11272,11462,11545,11872,12120,12596,13099,13611,13831,14084,14326,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,8454.961832,8604.580153,8749.618321,8812.977099,9062.59542,9251.908397,9615.267176,9999.236641,10390.07634,10558.01527,10751.14504,10935.87786
E05000565,10429,10565,10749,10824,10987,11084,11247,11412,11562,11814,12061,12305,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,5562.133333,5634.666667,5732.8,5772.8,5859.733333,5911.466667,5998.4,6086.4,6166.4,6300.8,6432.533333,6562.666667
E05000566,9670,9750,9885,9998,10096,10206,10334,10485,10623,10632,10665,10691,1.272,1.272,1.272,1.272,1.272,1.272,1.272,1.272,1.272,1.272,1.272,1.272,7602.201258,7665.09434,7771.226415,7860.062893,7937.106918,8023.584906,8124.213836,8242.924528,8351.415094,8358.490566,8384.433962,8404.874214
E05000567,10611,10695,10878,11013,11082,11200,11272,11357,11430,11536,11651,11761,1.779,1.779,1.779,1.779,1.779,1.779,1.779,1.779,1.779,1.779,1.779,1.779,5964.586847,6011.804384,6114.671164,6190.556492,6229.342327,6295.671726,6336.143901,6383.923553,6424.957841,6484.541877,6549.184935,6611.017426
E05000568,10232,10443,10571,10694,10896,10963,11170,11387,11620,11647,11710,11763,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,6904.183536,7046.558704,7132.928475,7215.924426,7352.226721,7397.435897,7537.112011,7683.535762,7840.755735,7858.974359,7901.48448,7937.246964
E05000569,10726,11211,11368,11466,11503,11652,11746,11852,11951,12048,12149,12247,1.617,1.617,1.617,1.617,1.617,1.617,1.617,1.617,1.617,1.617,1.617,1.617,6633.27149,6933.209647,7030.30303,7090.909091,7113.790971,7205.93692,7264.069264,7329.622758,7390.847248,7450.834879,7513.296228,7573.902288
E05000570,10272,10514,10568,10660,10849,10938,11004,11068,11132,11208,11303,11416,1.719,1.719,1.719,1.719,1.719,1.719,1.719,1.719,1.719,1.719,1.719,1.719,5975.56719,6116.346713,6147.760326,6201.279814,6311.227458,6363.001745,6401.396161,6438.627109,6475.858057,6520.069808,6575.334497,6641.07039
E05000571,11724,11879,12170,12246,12338,12420,12926,13461,13990,14256,14545,14792,2.055,2.055,2.055,2.055,2.055,2.055,2.055,2.055,2.055,2.055,2.055,2.055,5705.109489,5780.53528,5922.141119,5959.124088,6003.892944,6043.79562,6290.024331,6550.364964,6807.785888,6937.226277,7077.858881,7198.053528
E05000572,11745,12116,12251,12383,12463,12774,12881,12996,13093,13199,13334,13448,1.957,1.957,1.957,1.957,1.957,1.957,1.957,1.957,1.957,1.957,1.957,1.957,6001.532959,6191.10884,6260.091978,6327.542156,6368.421053,6527.337762,6582.013286,6640.776699,6690.342361,6744.506898,6813.490036,6871.742463
E05000573,13823,14024,14583,14952,15255,15535,15550,15604,15669,15581,15431,15299,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,16795.86877,17040.09721,17719.31956,18167.67922,18535.84447,18876.06318,18894.28919,18959.90279,19038.88214,18931.95626,18749.69623,18589.30741
E05000574,14285,14317,14469,14835,15349,15596,15475,15350,15230,15207,15157,15082,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,16214.52894,16250.85131,16423.38252,16838.81952,17422.24745,17702.61067,17565.26674,17423.38252,17287.17367,17261.06697,17204.31328,17119.18275
E05000575,19703,20092,21933,22732,23688,24658,27051,29510,32025,34163,36188,38110,2.967,2.967,2.967,2.967,2.967,2.967,2.967,2.967,2.967,2.967,2.967,2.967,6640.714526,6771.823391,7392.31547,7661.611055,7983.822042,8310.751601,9117.290192,9946.073475,10793.73104,11514.32423,12196.83182,12844.6242
E05000576,14935,15535,15850,16496,17222,18003,18180,18381,18596,19334,20025,20700,1.858,1.858,1.858,1.858,1.858,1.858,1.858,1.858,1.858,1.858,1.858,1.858,8038.213132,8361.141012,8530.678149,8878.363832,9269.106566,9689.451023,9784.714747,9892.895587,10008.61141,10405.8127,10777.71798,11141.01184
E05000577,13069,13211,13407,14002,14278,14628,14487,14394,14322,14155,13955,13746,1.347,1.347,1.347,1.347,1.347,1.347,1.347,1.347,1.347,1.347,1.347,1.347,9702.301411,9807.720861,9953.229399,10394.95174,10599.85152,10859.6882,10755.01114,10685.96882,10632.5167,10508.53749,10360.05939,10204.89978
E05000578,14623,16609,17088,18148,19093,19826,20340,20912,21486,21637,21767,21852,1.074,1.074,1.074,1.074,1.074,1.074,1.074,1.074,1.074,1.074,1.074,1.074,13615.45624,15464.61825,15910.61453,16897.57914,17777.46741,18459.96276,18938.54749,19471.13594,20005.58659,20146.1825,20267.22533,20346.36872
