WardCode,Year2020_Arson,Year2020_Criminal Damage,Year2020_Burglary Business and Community,Year2020_Domestic Burglary,Year2020_Drug Trafficking,Year2020_Possession of Drugs,Year2020_Dangerous Driving,Year2020_Obscene Publications,Year2020_Other Forgery,Year2020_Other Notifiable Offences,Year2020_Perverting Course of Justice,Year2020_Possession of False Documents,Year2020_Profitting From or Concealing Proceeds of Crime,Year2020_Threat or Possession With Intent to Commit Crimina,Year2020_Possession of Article with Blade or Point,Year2020_Possession of Firearm with Intent,Year2020_Possession of Firearms Offences,Year2020_Possession of Other Weapon,"Year2020_Other Offences Against the State, or Public Order",Year2020_Public Fear Alarm or Distress,"Year2020_Racially or Religiously Aggravated Public Fear, Al",Year2020_Robbery of Business Property,Year2020_Robbery of Personal Property,Year2020_Other Sexual Offences,Year2020_Rape,Year2020_Bicycle Theft,Year2020_Other Theft,Year2020_Shoplifting,Year2020_Theft from Person,Year2020_Aggravated Vehicle Taking,Year2020_Interfering with a Motor Vehicle,Year2020_Theft from a Motor Vehicle,Year2020_Theft or Taking of a Motor Vehicle,Year2020_Violence with Injury,Year2020_Violence without Injury,Year2020_Bigamy,"Year2020_Disclosure, Obstruction, False or Misleading State",Year2020_Absconding from Lawful Custody,Year2020_Bail Offences,Year2020_Perjury,Year2020_Soliciting for Prostitution,Year2021_Arson,Year2021_Criminal Damage,Year2021_Burglary Business and Community,Year2021_Domestic Burglary,Year2021_Drug Trafficking,Year2021_Possession of Drugs,Year2021_Dangerous Driving,Year2021_Obscene Publications,Year2021_Other Forgery,Year2021_Other Notifiable Offences,Year2021_Perverting Course of Justice,Year2021_Possession of False Documents,Year2021_Profitting From or Concealing Proceeds of Crime,Year2021_Threat or Possession With Intent to Commit Crimina,Year2021_Possession of Article with Blade or Point,Year2021_Possession of Firearm with Intent,Year2021_Possession of Firearms Offences,Year2021_Possession of Other Weapon,"Year2021_Other Offences Against the State, or Public Order",Year2021_Public Fear Alarm or Distress,"Year2021_Racially or Religiously Aggravated Public Fear, Al",Year2021_Robbery of Business Property,Year2021_Robbery of Personal Property,Year2021_Other Sexual Offences,Year2021_Rape,Year2021_Bicycle Theft,Year2021_Other Theft,Year2021_Shoplifting,Year2021_Theft from Person,Year2021_Aggravated Vehicle Taking,Year2021_Interfering with a Motor Vehicle,Year2021_Theft from a Motor Vehicle,Year2021_Theft or Taking of a Motor Vehicle,Year2021_Violence with Injury,Year2021_Violence without Injury,Year2021_Bigamy,"Year2021_Disclosure, Obstruction, False or Misleading State",Year2021_Absconding from Lawful Custody,Year2021_Bail Offences,Year2021_Perjury,Year2021_Soliciting for Prostitution,Year2022_Arson,Year2022_Criminal Damage,Year2022_Burglary Business and Community,Year2022_Domestic Burglary,Year2022_Drug Trafficking,Year2022_Possession of Drugs,Year2022_Dangerous Driving,Year2022_Obscene Publications,Year2022_Other Forgery,Year2022_Other Notifiable Offences,Year2022_Perverting Course of Justice,Year2022_Possession of False Documents,Year2022_Profitting From or Concealing Proceeds of Crime,Year2022_Threat or Possession With Intent to Commit Crimina,Year2022_Possession of Article with Blade or Point,Year2022_Possession of Firearm with Intent,Year2022_Possession of Firearms Offences,Year2022_Possession of Other Weapon,"Year2022_Other Offences Against the State, or Public Order",Year2022_Public Fear Alarm or Distress,"Year2022_Racially or Religiously Aggravated Public Fear, Al",Year2022_Robbery of Business Property,Year2022_Robbery of Personal Property,Year2022_Other Sexual Offences,Year2022_Rape,Year2022_Bicycle Theft,Year2022_Other Theft,Year2022_Shoplifting,Year2022_Theft from Person,Year2022_Aggravated Vehicle Taking,Year2022_Interfering with a Motor Vehicle,Year2022_Theft from a Motor Vehicle,Year2022_Theft or Taking of a Motor Vehicle,Year2022_Violence with Injury,Year2022_Violence without Injury,Year2022_Bigamy,"Year2022_Disclosure, Obstruction, False or Misleading State",Year2022_Absconding from Lawful Custody,Year2022_Bail Offences,Year2022_Perjury,Year2022_Soliciting for Prostitution
E05000218,0,65,6,31,3,39,1,2,3,1,NA,NA,2,3,0,NA,0,4,6,20,18,7,14,10,1,6,53,40,10,1,13,52,28,51,140,NA,NA,NA,NA,NA,NA,1,68,13,40,2,32,0,5,1,0,NA,NA,0,2,4,NA,1,3,8,51,7,3,19,17,7,9,86,81,29,0,16,87,56,63,161,NA,NA,NA,NA,NA,NA,0,11,6,9,2,5,0,2,0,0,NA,NA,0,0,1,NA,0,1,3,20,4,2,7,1,6,1,16,23,8,1,7,18,15,26,51,NA,NA,NA,NA,NA,NA
E05000219,5,55,13,29,2,54,0,4,1,0,1,0,0,3,1,1,2,3,9,43,8,10,11,11,2,4,82,80,16,0,6,29,28,94,170,NA,NA,NA,NA,NA,NA,9,70,17,44,8,51,2,3,1,3,1,1,1,11,7,0,0,4,17,84,23,1,22,28,16,11,134,114,13,1,20,52,49,142,262,NA,NA,NA,NA,NA,NA,0,16,6,12,2,16,2,1,0,0,0,0,0,3,1,0,0,0,0,17,2,0,6,7,5,3,44,38,11,0,2,13,7,27,65,NA,NA,NA,NA,NA,NA
E05000220,2,70,8,45,2,48,0,2,NA,2,0,NA,NA,3,1,1,0,3,4,42,11,1,22,6,4,8,45,20,0,0,16,52,28,66,183,NA,NA,NA,NA,NA,NA,3,85,9,43,6,52,1,4,NA,0,0,NA,NA,7,8,0,1,2,14,53,14,3,16,22,13,13,61,29,5,1,19,57,51,135,282,NA,NA,NA,NA,NA,NA,0,19,3,29,4,17,0,1,NA,0,1,NA,NA,0,2,0,0,0,5,11,0,0,2,6,2,2,19,8,0,2,4,6,10,22,70,NA,NA,NA,NA,NA,NA
E05000221,3,78,11,49,7,119,1,9,NA,2,1,1,1,11,7,0,0,7,14,56,17,2,29,19,19,9,76,3,6,1,12,49,29,144,252,NA,NA,NA,NA,NA,NA,9,108,7,70,8,113,0,14,NA,2,1,0,0,12,4,2,1,4,13,80,10,2,25,30,24,14,107,9,12,3,19,95,58,197,382,NA,NA,NA,NA,NA,NA,0,28,6,25,11,23,1,5,NA,0,0,0,0,4,1,0,0,1,4,25,4,0,6,8,6,3,23,1,7,1,1,29,11,59,108,NA,NA,NA,NA,NA,NA
E05000222,2,104,30,114,13,88,2,5,0,3,0,0,1,5,0,0,1,5,10,79,25,12,63,19,16,132,127,43,61,1,16,69,55,139,303,NA,NA,NA,NA,NA,NA,1,130,61,102,7,112,0,2,2,0,1,1,0,3,7,1,0,10,10,95,37,6,48,38,31,164,234,67,80,0,26,112,57,135,350,NA,NA,NA,NA,NA,NA,1,25,14,36,6,38,0,2,1,0,1,0,0,1,2,1,0,3,1,39,14,1,8,17,6,30,77,16,22,0,9,55,17,52,100,NA,NA,NA,NA,NA,NA
E05000223,0,75,4,44,4,31,0,3,0,2,2,0,1,4,3,NA,0,5,14,63,7,4,11,5,4,7,45,34,4,1,31,98,43,64,198,NA,NA,NA,NA,NA,NA,3,102,6,65,6,42,1,7,1,1,1,1,0,5,8,NA,1,1,8,61,17,5,12,14,11,12,84,72,7,0,59,129,61,131,283,NA,NA,NA,NA,NA,NA,1,6,1,11,5,7,0,3,0,2,1,0,0,1,0,NA,0,0,1,18,3,0,4,6,3,9,28,3,6,0,7,15,16,13,59,NA,NA,NA,NA,NA,NA
E05000224,0,68,13,47,2,47,2,7,0,0,0,0,NA,3,5,NA,1,6,11,53,11,3,14,15,7,12,54,10,4,1,13,57,28,82,214,NA,NA,NA,NA,NA,NA,5,97,6,46,3,41,1,13,2,2,4,1,NA,13,7,NA,0,5,17,62,13,1,15,20,14,13,64,9,4,1,21,67,56,141,323,NA,NA,NA,NA,NA,NA,1,18,1,13,3,15,0,0,0,0,0,0,NA,1,0,NA,0,3,3,24,1,1,8,6,3,4,20,8,1,1,4,13,10,41,86,NA,NA,NA,NA,NA,NA
E05000225,8,131,48,154,4,171,NA,1,4,3,0,NA,0,9,7,0,1,7,10,97,38,23,56,18,13,107,216,228,19,0,51,123,91,150,372,NA,0,NA,NA,NA,NA,4,208,70,192,15,159,NA,7,2,3,2,NA,0,7,15,2,0,3,24,163,49,14,59,44,26,135,336,260,78,2,35,145,91,205,514,NA,1,NA,NA,NA,NA,1,48,25,35,8,30,NA,1,1,1,0,NA,1,0,5,0,0,4,3,29,12,0,22,9,4,41,94,50,21,0,8,56,23,72,131,NA,0,NA,NA,NA,NA
E05000226,2,94,13,54,7,131,0,3,0,2,4,0,1,10,5,2,1,9,18,79,19,7,34,9,13,14,77,43,7,1,24,67,27,157,270,NA,0,NA,NA,NA,NA,2,147,19,80,18,143,2,7,0,2,4,0,4,9,6,1,0,7,22,90,25,5,29,26,24,19,133,52,13,2,11,101,47,199,428,NA,1,NA,NA,NA,NA,3,31,4,13,4,28,0,2,1,1,0,1,0,1,1,1,0,1,5,23,4,4,5,3,4,0,37,12,4,0,6,17,13,35,101,NA,0,NA,NA,NA,NA
E05000227,1,54,4,37,1,24,NA,7,0,3,0,NA,1,3,1,NA,1,0,8,29,14,1,5,14,2,3,51,10,1,1,19,55,24,79,186,NA,NA,NA,NA,NA,NA,5,51,4,38,6,30,NA,3,1,2,1,NA,1,1,5,NA,0,3,8,31,10,1,12,24,13,10,58,47,4,0,28,106,41,94,212,NA,NA,NA,NA,NA,NA,0,15,5,17,6,5,NA,1,0,0,0,NA,2,0,1,NA,0,1,2,14,1,1,0,6,6,0,18,4,1,0,4,18,9,19,54,NA,NA,NA,NA,NA,NA
E05000228,5,89,19,51,3,61,1,7,1,2,3,NA,0,4,4,1,1,2,10,60,18,4,24,26,6,8,172,49,9,2,11,48,40,192,327,NA,0,NA,NA,NA,NA,9,133,23,71,11,84,2,7,3,2,4,NA,1,8,7,0,4,7,11,91,19,0,27,33,26,11,192,57,11,2,15,87,88,250,447,NA,1,NA,NA,NA,NA,8,36,10,10,3,16,0,2,0,0,1,NA,0,5,2,0,0,2,3,17,3,1,3,9,8,4,65,16,4,2,4,14,18,60,145,NA,0,NA,NA,NA,NA
E05000229,3,94,18,71,11,119,0,10,0,0,1,0,2,6,10,0,3,9,20,99,24,5,19,24,14,13,100,99,19,2,18,44,29,193,406,NA,NA,NA,NA,NA,NA,9,130,21,96,8,124,2,11,1,2,1,1,1,9,10,1,0,8,29,119,56,4,32,44,46,30,180,51,20,2,21,107,63,282,567,NA,NA,NA,NA,NA,NA,1,44,8,32,4,46,0,2,0,1,1,0,1,3,1,0,0,3,3,23,7,0,12,13,9,6,50,13,7,0,8,25,6,66,143,NA,NA,NA,NA,NA,NA
E05000230,3,102,36,73,20,315,0,5,2,2,4,0,2,6,11,5,0,12,18,156,27,7,63,32,21,40,161,182,37,3,13,81,50,193,443,NA,1,NA,NA,NA,NA,6,141,56,121,12,332,1,5,1,3,0,1,1,15,18,3,4,18,32,175,53,18,51,48,30,65,304,249,67,1,12,72,74,269,574,NA,0,NA,NA,NA,NA,5,33,22,35,11,89,0,1,1,1,1,1,0,1,4,0,0,5,8,43,11,3,24,18,3,11,111,42,37,0,4,22,13,71,137,NA,0,NA,NA,NA,NA
E05009367,1,35,11,75,1,29,NA,1,0,0,NA,NA,0,1,8,NA,3,2,15,34,10,2,51,10,4,63,74,14,66,1,21,41,16,52,148,NA,NA,1,NA,NA,NA,1,50,13,69,9,45,NA,3,2,2,NA,NA,2,1,1,NA,1,2,7,52,17,3,40,10,14,45,84,21,113,0,4,72,18,70,132,NA,NA,0,NA,NA,NA,0,18,1,11,4,9,NA,0,2,0,NA,NA,0,0,0,NA,0,0,1,11,3,0,9,1,1,7,26,4,29,0,4,17,7,13,29,NA,NA,0,NA,NA,NA
E05009368,1,41,7,66,4,25,NA,3,0,NA,1,0,1,3,0,NA,1,2,4,43,19,2,24,12,5,50,63,10,14,0,8,43,15,63,159,NA,NA,NA,1,NA,NA,2,62,14,91,2,29,NA,0,2,NA,1,1,0,4,6,NA,0,2,8,50,14,4,25,18,9,31,102,8,22,1,6,89,25,77,202,NA,NA,NA,0,NA,NA,0,14,4,12,1,8,NA,2,0,NA,0,0,0,1,0,NA,1,1,3,19,5,1,9,6,4,5,14,4,4,0,2,25,13,21,42,NA,NA,NA,0,NA,NA
E05009369,4,37,13,81,3,25,NA,1,1,0,0,NA,NA,2,5,NA,NA,2,9,37,10,1,56,14,12,102,95,2,24,2,13,51,21,65,142,NA,NA,NA,NA,NA,NA,5,49,33,97,4,51,NA,2,1,1,0,NA,NA,5,4,NA,NA,2,9,52,17,0,61,20,6,100,133,6,121,2,3,71,26,84,181,NA,NA,NA,NA,NA,NA,0,8,7,20,3,6,NA,2,0,0,1,NA,NA,0,0,NA,NA,0,0,6,1,0,17,5,2,8,20,1,16,0,6,17,12,21,43,NA,NA,NA,NA,NA,NA
E05009370,0,73,38,94,4,127,NA,2,1,0,1,0,0,1,10,1,NA,8,8,101,24,13,53,18,3,145,157,122,105,1,9,95,23,103,196,NA,NA,NA,NA,NA,NA,1,79,39,103,25,115,NA,2,0,1,0,1,1,2,7,0,NA,10,11,111,26,9,77,25,16,83,236,103,220,0,11,137,34,129,278,NA,NA,NA,NA,NA,NA,3,16,12,14,8,44,NA,0,0,0,1,0,0,1,1,0,NA,0,8,26,9,2,23,9,2,19,79,89,60,0,2,20,7,23,74,NA,NA,NA,NA,NA,NA
E05009371,NA,47,12,57,2,45,NA,0,NA,1,0,NA,1,0,2,1,NA,3,2,19,8,3,27,2,3,110,56,3,98,1,42,116,18,53,120,NA,NA,NA,NA,NA,NA,NA,34,14,64,6,41,NA,0,NA,0,1,NA,1,1,0,0,NA,1,3,37,9,0,35,6,4,53,74,18,151,0,15,109,15,56,137,NA,NA,NA,NA,NA,NA,NA,13,4,16,4,12,NA,1,NA,1,1,NA,0,0,3,0,NA,0,1,6,0,0,11,1,3,9,24,2,30,0,0,20,12,15,31,NA,NA,NA,NA,NA,NA
E05009372,2,68,28,104,9,94,1,9,1,0,0,NA,2,4,8,0,0,7,11,85,36,9,60,15,17,86,115,95,96,1,12,73,19,110,250,NA,NA,NA,NA,NA,NA,3,76,28,86,12,83,0,5,4,3,1,NA,1,8,14,1,1,6,13,97,38,11,68,44,20,83,155,120,152,0,14,106,26,149,321,NA,NA,NA,NA,NA,NA,1,31,7,16,4,11,0,1,0,0,0,NA,0,0,4,0,0,1,3,23,8,3,11,10,3,13,50,15,43,0,2,27,9,35,69,NA,NA,NA,NA,NA,NA
E05009373,4,59,14,85,5,49,1,3,NA,1,NA,NA,1,1,4,0,1,5,6,34,17,3,41,11,7,63,69,5,30,0,19,80,33,76,204,NA,NA,NA,2,NA,NA,2,67,24,86,7,57,0,2,NA,0,NA,NA,1,3,6,2,1,6,5,46,16,1,43,18,22,70,95,10,37,1,14,113,37,111,259,NA,NA,NA,0,NA,NA,0,18,0,11,6,7,0,2,NA,0,NA,NA,0,4,0,1,0,0,1,11,7,0,15,7,3,7,28,2,19,0,4,21,17,31,53,NA,NA,NA,0,NA,NA
E05009374,1,80,10,88,2,40,0,3,0,0,0,NA,NA,3,5,1,1,3,11,56,24,2,48,24,8,71,59,11,42,0,14,118,28,165,240,NA,NA,0,NA,NA,NA,2,100,19,77,13,60,2,7,1,3,1,NA,NA,4,0,2,0,7,11,108,40,3,52,32,17,46,111,18,85,2,8,91,48,164,361,NA,NA,0,NA,NA,NA,1,13,0,19,1,10,0,0,0,0,0,NA,NA,4,1,1,1,2,1,27,9,1,10,5,3,8,39,5,12,0,5,10,24,37,91,NA,NA,1,NA,NA,NA
E05009375,2,68,21,83,11,51,0,5,NA,0,1,NA,2,3,13,1,1,7,9,48,27,3,54,17,12,192,91,13,146,NA,9,67,19,109,204,NA,NA,NA,NA,NA,NA,2,87,25,128,17,73,1,7,NA,2,3,NA,3,4,6,1,2,5,8,75,28,6,82,31,9,145,139,12,320,NA,12,125,32,161,311,NA,NA,NA,NA,NA,NA,0,20,8,26,11,13,0,1,NA,0,1,NA,0,3,0,0,1,1,5,15,2,0,15,3,5,32,37,3,56,NA,3,35,15,29,85,NA,NA,NA,NA,NA,NA
E05009376,5,109,31,84,5,81,0,7,2,NA,1,NA,0,1,8,0,1,11,11,120,27,9,47,24,16,68,101,59,73,0,18,80,28,163,351,NA,NA,0,0,NA,NA,5,113,29,98,21,104,1,8,3,NA,0,NA,2,7,10,2,0,5,10,122,50,9,61,55,22,67,187,81,100,1,17,131,34,203,440,NA,NA,1,1,NA,NA,3,33,12,17,10,19,0,1,0,NA,0,NA,0,2,1,0,0,1,2,22,5,2,22,4,6,14,69,22,26,0,2,15,9,49,103,NA,NA,0,0,NA,NA
E05009377,0,73,93,91,12,137,1,4,0,NA,0,3,1,1,6,2,0,12,11,57,25,2,99,23,11,282,253,23,276,2,16,98,27,149,225,NA,NA,1,NA,NA,1,2,115,80,110,17,179,0,1,1,NA,2,0,2,3,3,0,2,18,17,86,33,6,206,74,23,158,646,35,621,0,18,112,67,345,427,NA,NA,0,NA,NA,0,1,34,23,37,6,46,0,1,0,NA,0,1,2,1,3,0,0,3,8,22,6,0,40,30,2,37,204,7,197,0,7,38,21,103,101,NA,NA,0,NA,NA,0
E05009378,NA,32,33,84,7,59,0,6,1,NA,1,1,1,1,8,1,1,3,4,49,26,4,56,14,6,75,121,9,192,0,13,69,14,83,185,0,NA,NA,NA,NA,NA,NA,72,32,105,7,66,0,4,1,NA,0,0,0,2,0,0,1,3,6,59,16,5,95,15,27,69,187,30,286,2,16,122,26,100,263,1,NA,NA,NA,NA,NA,NA,18,14,26,3,20,1,4,0,NA,0,0,0,0,1,0,0,1,3,9,1,1,21,11,2,12,61,4,95,0,2,28,7,34,67,0,NA,NA,NA,NA,NA
E05009379,1,65,2,44,2,22,1,5,0,0,2,NA,NA,2,6,1,3,2,8,40,17,2,47,29,7,46,65,5,16,1,14,83,19,78,154,NA,NA,NA,1,NA,NA,3,63,10,78,8,64,0,3,1,1,1,NA,NA,5,3,0,2,4,13,59,7,1,57,32,18,25,121,2,33,0,13,87,27,111,272,NA,NA,NA,0,NA,NA,0,16,2,16,3,6,0,1,1,1,0,NA,NA,4,0,0,1,0,2,11,2,0,19,8,4,5,24,1,6,0,4,14,17,22,77,NA,NA,NA,0,NA,NA
E05009380,6,70,15,104,4,38,1,2,2,1,2,1,1,3,3,1,NA,6,10,69,20,8,50,17,9,68,105,26,33,0,21,97,21,99,226,NA,NA,NA,NA,NA,NA,7,108,27,133,4,58,0,6,1,1,0,1,1,2,9,0,NA,5,4,92,18,13,39,20,14,55,106,38,65,2,15,127,39,117,262,NA,NA,NA,NA,NA,NA,2,14,2,19,12,16,0,3,0,0,0,0,0,1,1,0,NA,0,2,17,0,2,20,6,0,7,44,11,20,1,5,24,18,25,66,NA,NA,NA,NA,NA,NA
E05009381,1,80,22,88,10,77,2,0,1,2,0,NA,4,2,9,2,0,3,11,75,20,5,46,9,13,272,128,10,137,2,21,124,39,95,224,NA,NA,NA,NA,NA,NA,4,66,49,124,10,66,0,5,0,0,1,NA,3,6,7,1,2,10,9,81,11,2,78,21,17,245,179,18,232,1,22,188,27,133,267,NA,NA,NA,NA,NA,NA,1,23,10,27,13,11,0,1,0,0,0,NA,1,1,0,0,0,3,2,16,1,0,21,10,6,35,61,7,29,0,7,37,13,18,64,NA,NA,NA,NA,NA,NA
E05009382,2,42,13,64,1,32,NA,6,NA,0,NA,NA,NA,2,5,1,NA,0,2,27,9,2,12,11,8,53,61,11,18,0,11,44,5,53,132,NA,NA,NA,NA,NA,NA,1,51,11,79,1,46,NA,7,NA,1,NA,NA,NA,4,6,0,NA,5,8,49,9,1,33,14,15,33,76,4,36,1,6,41,13,50,162,NA,NA,NA,NA,NA,NA,1,23,6,12,2,9,NA,1,NA,0,NA,NA,NA,0,2,0,NA,0,2,4,0,0,12,2,2,9,18,1,9,0,1,6,11,14,42,NA,NA,NA,NA,NA,NA
E05009383,5,88,9,54,8,45,0,5,0,2,2,1,0,6,4,0,0,6,7,55,29,3,65,14,8,49,107,38,31,1,9,75,39,111,222,NA,NA,NA,NA,NA,0,4,107,27,84,3,45,1,4,0,0,1,1,0,8,6,0,0,3,15,105,45,3,65,35,9,30,153,39,55,0,6,135,61,127,354,NA,NA,NA,NA,NA,1,1,26,8,12,3,8,0,0,1,0,0,0,2,2,1,1,2,3,4,13,13,1,20,2,1,7,40,8,18,1,8,24,18,24,53,NA,NA,NA,NA,NA,0
E05009384,1,42,6,47,11,23,NA,1,1,0,1,NA,NA,1,4,NA,1,NA,2,21,15,1,15,8,3,41,35,10,9,0,11,43,15,31,94,NA,NA,NA,NA,NA,NA,3,51,9,55,2,18,NA,3,0,1,0,NA,NA,2,3,NA,0,NA,5,39,15,3,16,12,3,19,74,8,19,3,6,69,31,46,139,NA,NA,NA,NA,NA,NA,1,6,0,3,4,2,NA,3,0,0,0,NA,NA,0,0,NA,0,NA,1,6,4,0,2,0,0,1,21,1,6,0,8,17,5,12,23,NA,NA,NA,NA,NA,NA
E05009385,4,61,9,91,10,60,NA,2,1,0,0,NA,2,2,5,1,0,11,6,60,30,8,30,18,11,76,101,33,28,NA,9,53,19,73,192,NA,NA,NA,NA,NA,NA,1,102,29,120,7,80,NA,2,1,1,1,NA,0,3,1,0,3,8,7,72,43,3,37,23,15,71,117,50,68,NA,4,87,30,111,212,NA,NA,NA,NA,NA,NA,0,32,8,24,3,17,NA,0,0,1,0,NA,0,2,2,0,0,0,5,24,8,0,13,4,2,7,37,11,15,NA,2,19,8,20,59,NA,NA,NA,NA,NA,NA
E05009386,5,73,19,72,11,37,2,5,0,0,3,NA,NA,4,3,1,1,2,7,54,14,6,37,15,10,114,110,57,80,NA,11,74,26,94,204,NA,NA,0,NA,NA,NA,0,62,12,98,15,42,1,3,1,1,4,NA,NA,4,7,0,0,9,10,81,18,4,44,22,10,75,116,59,141,NA,14,86,36,102,296,NA,NA,1,NA,NA,NA,1,19,9,28,1,8,0,2,0,1,0,NA,NA,0,1,0,0,1,4,19,3,3,6,9,4,9,33,8,24,NA,3,22,16,23,55,NA,NA,0,NA,NA,NA
E05009387,0,44,6,47,3,47,0,4,0,0,4,0,NA,6,4,2,NA,5,9,42,25,2,36,19,7,45,66,9,33,2,16,49,9,79,192,NA,NA,NA,NA,NA,NA,1,73,15,47,8,48,1,5,1,1,1,1,NA,5,7,0,NA,4,14,43,25,8,33,19,17,91,109,68,78,1,3,94,35,108,226,NA,NA,NA,NA,NA,NA,1,13,23,12,2,8,0,0,1,0,0,0,NA,0,0,0,NA,0,2,10,7,3,17,8,3,6,34,20,27,0,1,10,8,30,48,NA,NA,NA,NA,NA,NA
E05000250,1,52,16,40,1,77,NA,0,0,NA,1,1,0,1,4,1,0,0,2,41,14,0,17,12,19,56,119,42,21,NA,6,44,29,68,183,NA,NA,NA,NA,NA,NA,1,82,13,77,4,96,NA,2,1,NA,0,0,0,4,6,1,2,6,11,68,14,6,17,18,18,80,141,57,34,NA,15,76,29,105,235,NA,NA,NA,NA,NA,NA,0,10,4,16,6,18,NA,1,0,NA,0,0,2,1,2,0,0,0,2,22,2,0,7,10,8,7,34,3,7,NA,6,19,9,28,66,NA,NA,NA,NA,NA,NA
E05000251,3,54,13,68,4,49,1,0,NA,1,0,NA,1,2,2,NA,NA,3,7,66,12,3,21,9,6,51,77,43,10,1,18,84,21,67,173,NA,NA,NA,NA,NA,NA,0,66,17,88,5,29,0,6,NA,3,1,NA,3,3,4,NA,NA,4,5,72,16,2,34,15,9,68,96,35,12,1,21,129,48,112,270,NA,NA,NA,NA,NA,NA,0,11,0,16,0,7,0,2,NA,0,0,NA,0,2,1,NA,NA,0,2,31,1,1,3,8,2,12,20,17,6,0,1,13,10,20,72,NA,NA,NA,NA,NA,NA
E05000252,0,36,17,45,4,46,0,1,1,1,0,3,2,0,1,NA,NA,1,5,50,15,3,13,9,5,62,64,50,8,2,12,42,15,43,133,NA,NA,NA,NA,NA,NA,1,60,10,55,3,57,1,1,1,2,1,0,0,3,2,NA,NA,3,6,56,15,3,23,25,9,77,98,47,14,1,7,79,21,75,191,NA,NA,NA,NA,NA,NA,0,10,4,24,4,8,0,1,0,0,0,0,1,0,0,NA,NA,0,1,14,2,0,2,7,2,11,32,8,0,0,2,13,6,19,45,NA,NA,NA,NA,NA,NA
E05000253,10,58,27,37,5,61,0,2,0,2,2,NA,NA,1,4,NA,NA,5,9,36,14,3,25,32,9,44,68,7,10,1,13,82,28,131,197,NA,NA,NA,NA,NA,NA,7,98,29,48,6,87,3,9,1,1,1,NA,NA,4,3,NA,NA,5,9,75,24,2,37,25,18,41,117,5,17,1,8,80,46,151,261,NA,NA,NA,NA,NA,NA,2,20,3,6,2,10,1,1,0,0,0,NA,NA,0,0,NA,NA,0,2,11,6,0,5,10,2,11,25,4,4,1,3,11,13,40,49,NA,NA,NA,NA,NA,NA
E05000254,0,53,16,47,8,52,NA,1,NA,NA,NA,3,2,3,3,NA,NA,2,11,53,16,1,14,4,1,61,108,16,18,2,8,34,27,84,162,NA,NA,NA,NA,NA,NA,2,78,19,70,1,37,NA,2,NA,NA,NA,0,0,1,5,NA,NA,2,7,79,24,3,21,14,5,87,158,28,49,2,7,52,41,99,234,NA,NA,NA,NA,NA,NA,0,17,10,23,5,3,NA,0,NA,NA,NA,0,0,1,1,NA,NA,2,2,9,5,0,5,9,2,15,37,9,10,0,3,16,6,30,57,NA,NA,NA,NA,NA,NA
E05000255,1,59,18,47,0,31,NA,1,0,0,NA,NA,0,3,2,NA,1,2,4,47,16,0,10,14,9,62,89,28,8,NA,14,62,23,79,148,NA,NA,0,NA,NA,NA,2,75,14,52,2,50,NA,0,1,0,NA,NA,1,0,2,NA,1,2,6,66,17,2,10,23,13,76,130,37,16,NA,12,114,27,103,237,NA,NA,1,NA,NA,NA,0,20,8,7,0,6,NA,0,0,1,NA,NA,0,0,0,NA,0,0,0,13,3,2,2,8,2,10,29,4,2,NA,4,25,3,28,52,NA,NA,0,NA,NA,NA
E05000256,3,94,33,66,4,87,0,5,3,1,1,1,0,2,5,0,NA,4,14,95,42,1,63,26,8,146,170,172,68,0,11,77,23,119,255,NA,NA,0,NA,NA,NA,1,134,38,105,4,142,0,5,3,4,3,0,1,6,2,1,NA,9,27,143,70,1,52,33,17,271,355,116,156,2,27,188,27,201,356,NA,NA,1,NA,NA,NA,1,44,4,18,2,23,1,0,0,0,0,0,0,2,1,0,NA,1,4,39,14,3,10,15,6,40,128,50,59,0,11,82,7,62,112,NA,NA,0,NA,NA,NA
E05000257,0,36,5,34,1,10,2,0,0,1,1,NA,0,1,NA,NA,0,0,3,22,4,1,10,5,4,38,41,10,5,NA,13,48,31,41,96,NA,NA,NA,NA,NA,NA,1,44,16,63,3,14,0,3,1,0,1,NA,1,2,NA,NA,0,0,1,31,8,0,13,9,6,26,60,7,8,NA,9,73,39,49,117,NA,NA,NA,NA,NA,NA,0,15,6,14,1,5,0,1,0,0,0,NA,0,0,NA,NA,1,2,0,8,2,1,2,1,1,4,9,4,2,NA,2,11,7,6,26,NA,NA,NA,NA,NA,NA
E05000258,NA,43,10,43,9,48,1,1,0,NA,0,NA,3,4,5,1,NA,1,3,44,10,1,7,18,8,61,69,16,6,1,6,66,12,80,156,NA,NA,NA,NA,NA,NA,NA,57,7,78,5,46,0,2,1,NA,1,NA,1,0,1,1,NA,2,4,48,16,2,6,20,15,73,115,7,17,0,7,40,21,81,219,NA,NA,NA,NA,NA,NA,NA,14,5,22,0,6,0,0,0,NA,0,NA,0,2,0,0,NA,0,1,9,2,0,1,4,1,9,33,3,2,0,2,9,2,18,47,NA,NA,NA,NA,NA,NA
